associated_gene	Sample	cyclo_count	noncyclo_count	Cyclo_TPM	Noncyclo_TPM	total_cyclo	total_noncyclo	H0_cyclo_count	H1_cyclo_count	H2_cyclo_count	H0_noncyclo_count	H1_noncyclo_count	H2_noncyclo_count	Cyclo_TPM_Rank	Noncyclo_TPM_Rank	Cyclo_TPM_Median	Noncyclo_TPM_Median	Cyclo_TPM_Mean	Noncyclo_TPM_Mean	Avg_Noncyclo_TPM	SD_Noncyclo_TPM	Noncyclo_TPM_Z_Score	test_statistic	z_score_of_test_stat	rank_top_99_9_percentile	rank_top_99_5_percentile	rank_top_99_percentile	rank_top_98_percentile	rank_top_95_percentile	Phenotypes
DND1_HARS1	Patient4	8	0	5148.005148005148	0.0	1554	1450	3	4	1	0	0	0	9.0	24.0	3584.2293906810037	388.65137971239795	4389.119136742791	2222.141521664957	2222.141521664957	3446.0561542880723	-0.6448361321390115	0.0	1.5604302654287614	1.0	1.0	1.0	1.0	1.0	
HARS1	Patient10	402	561	288378.7661406025	257339.4495412844	1394	2180	149	148	105	189	183	189	22.0	23.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037	326306.0749468037	101959.16673329643	-0.67641417260619	-36.37213227667978	0.5355735916346398						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient11	252	431	184345.28163862473	193620.8445642408	1367	2226	87	82	83	145	139	147	28.0	30.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037	326306.0749468037	101959.16673329643	-1.3013565590393585	-28.81518409337381	1.0485593871645995						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient12	520	462	290340.59184812946	230538.92215568863	1791	2004	168	175	177	154	142	166	21.0	25.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037	326306.0749468037	101959.16673329643	-0.9392696690197716	-33.4508575898046	0.7338775078264551	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient13	548	488	247069.43192064922	195591.18236472944	2218	2495	191	182	175	170	153	165	26.0	29.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037	326306.0749468037	101959.16673329643	-1.2820317855676155	-29.084127501544607	1.0303027914004772	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient14	338	464	291128.3376399655	271662.7634660422	1161	1708	95	119	124	152	157	155	20.0	22.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037	326306.0749468037	101959.16673329643	-0.5359332881142196	-37.81091604689249	0.43790511236828183						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient2	145	71	113547.37666405638	65437.78801843317	1277	1085	49	47	49	24	28	19	31.0	31.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037	326306.0749468037	101959.16673329643	-2.5585564818389175	28.815184093373812	4.960662468177114	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient28	307	246	208418.194161575	204658.90183028285	1473	1202	118	102	87	88	86	72	27.0	28.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037	326306.0749468037	101959.16673329643	-1.193096972190093	-30.287898231091777	0.9485876240665804						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient29	392	544	375478.92720306513	292945.6112008616	1044	1857	120	139	133	186	181	177	7.0	19.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037	326306.0749468037	101959.16673329643	-0.3271943545125865	-39.8144268779115	0.3019014542019299						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient30	429	512	258745.47647768396	283185.8407079646	1658	1808	142	149	138	190	166	156	24.0	21.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037	326306.0749468037	101959.16673329643	-0.42291669910987467	-38.914384311937184	0.36299874381112973						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient31	127	537	131469.97929606625	289020.45209903124	966	1858	47	36	44	185	174	178	29.0	20.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037	326306.0749468037	101959.16673329643	-0.36569171799239714	-39.45610800248155	0.32622509502983627						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient4	420	453	270270.27027027024	312413.7931034483	1554	1450	148	141	131	145	152	156	23.0	17.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037	326306.0749468037	101959.16673329643	-0.13625338739472692	-41.523518888928955	0.18588373069252562						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient5	559	435	350250.62656641606	218263.92373306572	1596	1993	185	191	183	151	154	130	10.0	26.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037	326306.0749468037	101959.16673329643	-1.0596609866021496	-31.997484142135313	0.8325363733062744						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient6	657	531	410112.3595505618	309801.6336056009	1602	1714	202	234	221	179	160	192	5.0	18.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037	326306.0749468037	101959.16673329643	-0.16187305045729616	-41.30048797670855	0.20102366379222608						Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient7	605	431	350521.436848204	252785.9237536657	1726	1705	184	216	205	143	155	133	9.0	24.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037	326306.0749468037	101959.16673329643	-0.7210744609697637	-35.897905911450515	0.5677653419718759	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
HARS1	Patient8	410	257	301692.4208977189	217981.3401187447	1359	1179	143	138	129	74	93	90	18.0	27.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037	326306.0749468037	101959.16673329643	-1.0624325237122967	-31.963071397749275	0.8348724021670041	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive
SRSF6	Patient1	191	95	100420.60988433227	55329.062317996504	1902	1717	49	76	66	34	29	32	19.0	19.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	108178.14236289564	112904.70241676933	-0.46808572994431497	-57.16756922816902	0.1640533825754628						
SRSF6	Patient14	121	44	104220.49956933677	25761.124121779856	1161	1708	46	39	36	17	14	13	18.0	24.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	108178.14236289564	112904.70241676933	-0.7299697574764139	-39.460978556382166	0.8190339624096932						
SRSF6	Patient16	93	54	66666.66666666667	42486.231313926044	1395	1271	37	30	26	21	17	16	22.0	22.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	108178.14236289564	112904.70241676933	-0.5818350311617545	-51.049738723190195	0.3903566978637809						
SRSF6	Patient17	56	25	57435.89743589744	20374.89812550937	975	1227	19	25	12	9	6	10	25.0	27.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	108178.14236289564	112904.70241676933	-0.7776757066616666	-34.02787116938405	1.0200088362631787						
SRSF6	Patient18	157	82	158906.8825910931	59120.403749098776	988	1387	58	51	48	24	32	26	13.0	17.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	108178.14236289564	112904.70241676933	-0.43450571644667385	-58.70278162634084	0.10726468025766071						
SRSF6	Patient19	74	31	60211.55410903173	20025.83979328165	1229	1548	21	34	19	12	11	8	23.0	28.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	108178.14236289564	112904.70241676933	-0.7807673257417934	-33.627616858131056	1.034814554976909	1.0	1.0	1.0	1.0	1.0	
SRSF6	Patient2	88	62	68911.51135473767	57142.857142857145	1277	1085	30	21	37	23	23	16	21.0	18.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	108178.14236289564	112904.70241676933	-0.45202090017163365	-57.91472641879416	0.13641545616635906						
SRSF6	Patient20	54	81	28601.694915254237	46605.29344073648	1888	1738	15	16	23	27	25	29	29.0	21.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	108178.14236289564	112904.70241676933	-0.545352386607185	-53.19312241410968	0.3110712657493667						
SRSF6	Patient21	334	122	235709.24488355682	91867.46987951807	1417	1328	113	111	110	37	41	44	4.0	12.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	108178.14236289564	112904.70241676933	-0.14446406690103458	-68.4480977925991	-0.31144921913427287						
SRSF6	Patient22	58	43	47502.047502047506	20417.853751187085	1221	2106	22	21	15	11	17	15	27.0	26.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	108178.14236289564	112904.70241676933	-0.7772952475243745	-34.07665253045797	1.0182043757233974						
SRSF6	Patient23	27	18	40601.503759398496	15530.629853321829	665	1159	6	9	12	7	6	5	28.0	30.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	108178.14236289564	112904.70241676933	-0.8205815216409729	-27.739524174062836	1.2526196893370576	1.0	1.0	1.0	1.0	1.0	
SRSF6	Patient24	27	41	25495.7507082153	24683.925346177002	1059	1661	9	10	8	14	13	14	30.0	25.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	108178.14236289564	112904.70241676933	-0.739510536137931	-38.47159634069629	0.8556319811542139						
SRSF6	Patient27	92	45	100327.15376226827	31271.716469770672	917	1439	24	31	37	15	12	18	20.0	23.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	108178.14236289564	112904.70241676933	-0.6811622921535846	-43.95104673940651	0.6529428432029638	1.0	1.0	1.0	1.0	1.0	
SRSF6	Patient29	61	35	58429.11877394636	18847.60366182014	1044	1857	21	20	20	13	9	13	24.0	29.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	108178.14236289564	112904.70241676933	-0.7912029949941887	-32.223096590843255	1.0867688535829576						
SRSF6	Patient3	371	172	186713.63865123302	85190.68845963349	1987	2019	132	118	121	59	57	56	9.0	13.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	108178.14236289564	112904.70241676933	-0.20360050034415494	-66.7120827288457	-0.24723266982024197						
SRSF6	Patient30	496	127	299155.6091676719	70243.36283185841	1658	1808	168	183	145	39	45	43	2.0	14.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	108178.14236289564	112904.70241676933	-0.3359893673073701	-62.273369928515045	-0.08304122621780134						
SRSF6	Patient31	153	125	158385.09316770185	67276.64155005381	966	1858	41	46	66	43	37	45	14.0	16.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	108178.14236289564	112904.70241676933	-0.36226569786137514	-61.354124343113526	-0.039848167903847584						
SRSF6	Patient4	197	100	126769.62676962678	68965.51724137932	1554	1450	67	51	79	37	32	31	16.0	15.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	108178.14236289564	112904.70241676933	-0.3473072802297401	-61.85097509533777	-0.06741651235381313						
SRSF6	Patient6	77	89	48064.91885143571	51925.32088681447	1602	1714	30	22	25	31	28	30	26.0	20.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	108178.14236289564	112904.70241676933	-0.49823275976967757	-55.69689234070208	0.2184548660884203						
SRSF6	Patient9	3	7	1742.1602787456445	4688.546550569323	1722	1493	2	0	1	3	1	3	31.0	31.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	108178.14236289564	112904.70241676933	-0.916610146407466	27.739524174062836	3.3048328979253174						
VTA1	Patient11	810	640	592538.405267008	287511.2309074573	1367	2226	265	274	271	204	227	209	7.0	31.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	557507.4652786839	103157.38099456528	-2.6173234699071224	11.253306302897812	4.397225010718253	1.0	1.0	1.0	1.0	1.0	
VTA1	Patient13	1281	1283	577547.3399458972	514228.4569138276	2218	2495	435	412	434	444	449	390	13.0	20.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	557507.4652786839	103157.38099456528	-0.4195434970100337	-16.02228735761689	0.3634189976228047						
VTA1	Patient15	613	1275	445494.18604651163	495530.5091333074	1376	2573	206	213	194	421	433	421	27.0	24.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	557507.4652786839	103157.38099456528	-0.6008000159352799	-15.001579699816789	0.5143721441938011	1.0	1.0	1.0	1.0	1.0	
VTA1	Patient16	641	567	459498.20788530464	446105.4287962235	1395	1271	201	203	237	204	184	179	25.0	28.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	557507.4652786839	103157.38099456528	-1.0799230787793026	-12.105976094563742	0.9426049218113787						
VTA1	Patient17	503	645	515897.4358974359	525672.3716381418	975	1227	182	157	164	196	239	210	20.0	18.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	557507.4652786839	103157.38099456528	-0.30860703648747456	-16.628850126639467	0.27371401904537684						
VTA1	Patient18	483	699	488866.39676113357	503965.39293439075	988	1387	159	166	158	217	256	226	23.0	21.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	557507.4652786839	103157.38099456528	-0.5190328779974938	-15.466719916705973	0.4455822425999707						
VTA1	Patient20	1110	862	587923.7288135594	495972.38204833143	1888	1738	354	395	361	278	308	276	10.0	23.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	557507.4652786839	103157.38099456528	-0.5965165326715148	-15.026142558703683	0.5107395263630039	1.0	1.0	1.0	1.0	1.0	
VTA1	Patient21	626	737	441778.4050811574	554969.8795180722	1417	1328	203	213	210	247	240	250	28.0	16.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	557507.4652786839	103157.38099456528	-0.024599168146246183	-18.116943935272204	0.03437581495070076						
VTA1	Patient23	127	581	190977.44360902256	501294.21915444353	665	1159	34	42	51	221	193	167	31.0	22.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	557507.4652786839	103157.38099456528	-0.5449270384947241	-15.320266189027041	0.46724138354130007						
VTA1	Patient24	548	804	517469.31067044387	484045.7555689343	1059	1661	189	168	191	285	266	253	19.0	26.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	557507.4652786839	103157.38099456528	-0.7121323651442824	-14.355362067132374	0.6099417074060692						
VTA1	Patient25	664	856	483965.0145772595	439876.67009249737	1372	1946	256	214	194	292	278	286	24.0	29.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	557507.4652786839	103157.38099456528	-1.1403042036554205	-11.718487344420154	0.9999108954151278						
VTA1	Patient26	775	695	458579.88165680476	473110.9598366235	1690	1469	246	266	263	245	218	232	26.0	27.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	557507.4652786839	103157.38099456528	-0.8181334639205967	-13.725679058165111	0.7030659539222218						
VTA1	Patient3	999	1000	502767.99194765976	495294.7003467063	1987	2019	344	321	334	328	336	336	21.0	25.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	557507.4652786839	103157.38099456528	-0.6030859288222451	-14.988462581652929	0.5163120436798556	1.0	1.0	1.0	1.0	1.0	
VTA1	Patient5	676	862	423558.8972431078	432513.79829402914	1596	1993	212	225	239	288	276	298	30.0	30.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	557507.4652786839	103157.38099456528	-1.2116793367528391	-11.253306302897814	1.0687068345915955	1.0	1.0	1.0	1.0	1.0	
VTA1	Patient7	856	889	495944.3800695249	521407.6246334311	1726	1705	299	258	299	297	284	308	22.0	19.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	557507.4652786839	103157.38099456528	-0.3499491776274809	-16.404363049397396	0.3069135648852234						
VTA1	Patient8	726	648	534216.3355408389	549618.320610687	1359	1179	253	223	250	221	199	228	16.0	17.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	557507.4652786839	103157.38099456528	-0.07647678326006103	-17.85644065509205	0.09216482466580313						
novelGene_SRSF6_AS	Patient1	0	0	0.0	0.0	1902	1717	0	0	0	0	0	0	31.0	31.0	4360.46511627907	4308.023694130317	5568.635320149852	5786.175889951817	5786.175889951817	4322.93193866539	-1.3384841519707507	111.28182670200547	5.314824765697149	1.0	1.0	1.0	1.0	1.0	
novelGene_SRSF6_AS	Patient10	3	2	2152.080344332855	917.4311926605506	1394	2180	1	0	2	1	1	0	21.0	29.0	4360.46511627907	4308.023694130317	5568.635320149852	5786.175889951817	5786.175889951817	4322.93193866539	-1.1262598547397868	-119.1778353332762	0.5586566126793577	1.0	1.0	1.0	1.0	1.0	
novelGene_SRSF6_AS	Patient11	6	5	4389.1733723482075	2246.18149146451	1367	2226	1	3	2	1	2	2	14.0	25.0	4360.46511627907	4308.023694130317	5568.635320149852	5786.175889951817	5786.175889951817	4322.93193866539	-0.8188873775283639	-134.80752413455937	0.23609505261397287						
novelGene_SRSF6_AS	Patient12	2	4	1116.6945840312674	1996.007984031936	1791	2004	0	1	1	0	2	2	27.0	26.0	4360.46511627907	4308.023694130317	5568.635320149852	5786.175889951817	5786.175889951817	4322.93193866539	-0.8767586350411088	-132.74584244883206	0.2786435172290736						
novelGene_SRSF6_AS	Patient13	2	3	901.7132551848512	1202.4048096192384	2218	2495	0	0	2	1	0	2	28.0	27.0	4360.46511627907	4308.023694130317	5568.635320149852	5786.175889951817	5786.175889951817	4322.93193866539	-1.0603384798484052	-123.89842276734215	0.4612343244612868						
novelGene_SRSF6_AS	Patient14	9	6	7751.937984496124	3512.88056206089	1161	1708	2	5	2	2	0	4	8.0	20.0	4360.46511627907	4308.023694130317	5568.635320149852	5786.175889951817	5786.175889951817	4322.93193866539	-0.5258688686624933	-142.6164593864098	0.0749362240978443						
novelGene_SRSF6_AS	Patient16	3	3	2150.537634408602	2360.346184107002	1395	1271	3	0	0	1	0	2	22.0	24.0	4360.46511627907	4308.023694130317	5568.635320149852	5786.175889951817	5786.175889951817	4322.93193866539	-0.7924782889139044	-135.6731491305074	0.21823050312264428						
novelGene_SRSF6_AS	Patient22	9	6	7371.007371007372	2849.002849002849	1221	2106	1	4	4	1	2	3	9.0	23.0	4360.46511627907	4308.023694130317	5568.635320149852	5786.175889951817	5786.175889951817	4322.93193866539	-0.6794400380626293	-138.95865831506904	0.15042499645802343						
novelGene_SRSF6_AS	Patient25	9	6	6559.766763848396	3083.247687564234	1372	1946	3	3	3	4	1	1	10.0	22.0	4360.46511627907	4308.023694130317	5568.635320149852	5786.175889951817	5786.175889951817	4322.93193866539	-0.6252534716570284	-140.3384107979997	0.12195001406671298						
novelGene_SRSF6_AS	Patient28	1	5	678.8866259334691	4159.733777038269	1473	1202	1	0	0	0	0	5	29.0	18.0	4360.46511627907	4308.023694130317	5568.635320149852	5786.175889951817	5786.175889951817	4322.93193866539	-0.37623588249591466	-145.56802249067135	0.014022612083772788						
novelGene_SRSF6_AS	Patient29	13	8	12452.107279693486	4308.023694130317	1044	1857	4	7	2	5	0	3	3.0	16.0	4360.46511627907	4308.023694130317	5568.635320149852	5786.175889951817	5786.175889951817	4322.93193866539	-0.3419327939449	-146.0467666836543	0.002683936258502342						
novelGene_SRSF6_AS	Patient3	1	7	503.27126321087064	3467.0629024269438	1987	2019	0	1	0	3	1	3	30.0	21.0	4360.46511627907	4308.023694130317	5568.635320149852	5786.175889951817	5786.175889951817	4322.93193866539	-0.5364676151345674	-142.3871963064222	0.07966769749353474						
